web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1551370350-21506","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rosario Hernandez","I love everything about","January 24, 2019","We love our devices I jus hope they will all speak Spanish/ because we give 2 generation dot and people can’t use it because they don’t speak English but with the eco plus we are very happy","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&pageNumber=81&reviewerType=all_reviews"
"1551370231-21059","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Emery Jordan","This product is awesome!","February 14, 2019","First of all, I got an Amazon Echo for Christmas and had a difficult time configuring to my Wi-Fi. After two rounds with Amazon customer service who were very friendly and patience with me, we connected to the Wi-Fi. I have been as giddy as a school boy's crush on his teacher (I am 73YO). I was able to configure the mobile app and started to make the system into my own. I love it. Talking to Alexa is a little strange at first but, you get use to it and even say ""please "" and ""thank you"", when you don't have to. What really got me excited, I learned I could make phone calls from the device. Yikes--I made about 12 calls. I have since purchased an Echo plus which has the built in hub for controlling lights and other devices. I may consider other devices as I discover how to use the system for practical purposes and fun.","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1551370439-21844","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Keith","Improved","February 2, 2019","Easy set up, sleek design, clear sound","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&reviewerType=all_reviews"
"1551370254-21153","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jerry Loyd","Vastly better sound than the dot and first generation show","February 1, 2019","I really like the sound coming out of this thing, for a wide variety of music.  It replaced a DOT paired with a UE BOOM bluetooth.  I had an Apple Homepod for a while - that probably sounded better, but this is 1/3 the cost and isn't tied to the Apple music ecosystem.  I'm very happy with this.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1551370448-21877","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Alexa occasionally ignores us but we still like her","January 25, 2019","We really enjoy our Echo except when it unexpectedly cuts out or decides not to work when we ask it to do something. Amazon definitely still have some kinks to work out","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_127?ie=UTF8&pageNumber=127&reviewerType=all_reviews"
"1551370278-21239","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","FLmiami","It sounds better than the Echo, and it works with the Phillips Hue lamp","November 26, 2018","It works well, and sounds better than the Echo. I also have a couple of (pricier) Sonos One speakers, and indeed, they sound much better, but if you can get it on sale for $109.00 including the Phillips Hue lamp, it's a fair value.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews"
"1551370433-21821","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Dan","Works as expected.  Sounds nice for the size.","January 22, 2019","Sounds great.  Flawlessly connected to smart lights I already have. No arguments between my Dot and this unit.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_120?ie=UTF8&pageNumber=120&reviewerType=all_reviews"
"1551370348-21498","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","David Mijares","Quality of the speaker","December 21, 2018","I am a huge fan on the Alexa’s, having installed 5 at home. I can say that even though the sound is a little bit better than the previous generation, the quality of the speaker is inferior.","3.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_80?ie=UTF8&pageNumber=80&reviewerType=all_reviews"
"1551370578-22364","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","sharry w. rathburn","Great item for my granddaughter","December 31, 2018","Was an exceptional product","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_188?ie=UTF8&pageNumber=188&reviewerType=all_reviews"
"1551370435-21832","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","michael ford","Works great","December 30, 2018","Sounds better than I thought it would","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&reviewerType=all_reviews"
"1551370310-21355","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Hailee","Love it!","December 10, 2018","I absolutely love my echo! I have found myself using it more than I thought I would. I am still learning everything I can do with it. Now to purchase other things to go with it","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&pageNumber=62&reviewerType=all_reviews"
"1551370467-21949","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Edward M.","Great deal on Black Friday but overpriced regularly","December 9, 2018","Works great! Love the design, ease of use, and value. The sound needs brightening badly. Too much bass.","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&pageNumber=136&reviewerType=all_reviews"
"1551370318-21393","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Srinivas K. Gupta","Good Speaker overall","December 15, 2018","Alexa is a good A.I. for your daily routine. I do have 2 issues with the hardware:
1) Whenever I travel to different countries, I have to manually set up the location and time zone. This process can be automated by parsing IP address and is simply annoying.
2) Why isn't a wireless edition of this speaker?","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&pageNumber=66&reviewerType=all_reviews"
"1551370429-21807","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Studd345","Great device","January 24, 2019","Its a great device with a capability to control 3rd party hardware. Speakers are nice to fill up a room.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&reviewerType=all_reviews"
"1551370422-21783","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Joyous Reviewer","Echo family love","January 14, 2019","Love it!  I already own the original echo, a second generation echo and an echo dot.  They are all connected now so I can hear my music all through my home.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&pageNumber=115&reviewerType=all_reviews"
"1551370331-21434","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Peedro","Alexa rocks!","December 9, 2018","I’m really enjoying it! Love talking to it and having it do news and playing music for me amongst other things.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews"
"1551370615-22504","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Louis Griffith","Ease of use.","February 25, 2019","I loved everything about this speaker.
The sound is remarkable and Alexa’s response is truly enjoyable.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_205?ie=UTF8&pageNumber=205&reviewerType=all_reviews"
"1551370259-21163","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Dennis J Cottingham","Fantastic","February 8, 2019","Echo Plus in living room and 2 Echo Dots in bedroom (either side of bed).  It's now my alarm.  When alarm goes off I can tell it to stop, then ask for the weather, and then to start playing music (on all of the Echos) all without getting out from under my warm covers.  Also, Just as I was going out the door this morning I told Alexa (Echo Plus) to place prebiotics in my cart for me to order.  It went through my order history, found the prebiotics I've bought before, and placed it in my cart.  So cool.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1551370548-22254","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kim R.","Ask Alexa. What does the fox say?","October 30, 2018","My children asked Alexa,”What does the Fox say?”, at least 35 times a day. I laugh every single time. Love this newest Echo. Great sound quality and mic pick up.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_174?ie=UTF8&pageNumber=174&reviewerType=all_reviews"
"1551370617-22507","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Horace G.","Easy setup and lots of features!","December 29, 2018","Dislike? Nothing! We are currently controlling light and power features in addition to keeping us updated..","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_206?ie=UTF8&pageNumber=206&reviewerType=all_reviews"
"1551370269-21203","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Phillip T. Poblete","Great sounding unit, questionable connectivity","January 29, 2019","I really love it. I primarily use this for music and basic questions. The sound is great! Very impressive for the pricepoint.  The thing that made me give it 4 out of 5 stars is because it seems to be dropping the connection with the internet eventhough I have it close by.","4.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews"
"1551370608-22479","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Manuel","Help in home","January 23, 2019","Excellent","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_202?ie=UTF8&pageNumber=202&reviewerType=all_reviews"
"1551370529-22178","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rebekah","Lose your privacy to operate a lamp....","January 26, 2019","Not that useful. And, it's basically a listening device in the living space.","3.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews"
"1551370267-21201","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Customer support review","January 4, 2019","My 2nd gen failed so I called support.  They verified my identity and then attempted remote access for diagnostics.  I assume they saw a problem because a moment later he said.....we have a replacement unit on the way.  I checked my order status and it was already listed.
ok.  Excellent service so far but there's more.  I opened my Alexa app and had an extra unit I didn't remember naming,.
Turns out Amazon added the device to my network.
All I had to do was power it up and it was ready to go.

Customer service above and beyond expectations.

Thank you Amazon","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews"
"1551370303-21330","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","DOUGLAS T GRAHAM","Nice Improvement","December 29, 2018","Very happy with this new updated version, much better sound...don’t really have a use for the hub as I already have hubs for my Hue lights and WeMo devices","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&pageNumber=59&reviewerType=all_reviews"
"1551370627-22547","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","staceyg","Love Alexa","January 23, 2019","I love it! Have echoes everywhere in my house.  Every generation and they just keep getting better ;)","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_211?ie=UTF8&pageNumber=211&reviewerType=all_reviews"
"1551370282-21250","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Know2much!","Seeing is believing! Great device!!","January 26, 2019","After seeing how the Dots worked at a friends house I was compelled to buy this Alexa Plus. Plus you can buy it at a monthly payment if you want. It's a real big help in a variety of tasks plus fun to use!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews"
"1551370350-21513","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Tim C.","It been great","January 8, 2019","It is better than we thought and brought our entire house together on the Alexa network","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&pageNumber=81&reviewerType=all_reviews"
"1551370395-21681","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","EZ","Audio","December 31, 2018","As stated in ad. Looks great in the room very good sound.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&pageNumber=102&reviewerType=all_reviews"
"1551370342-21480","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","J. Gregory Wright","Sleek design and style with good sound.","December 23, 2018","Like the improved speaker and compact size along with the AUX jack that was lacking in 1st Gen Echo.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&pageNumber=77&reviewerType=all_reviews"
"1551370327-21423","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","VinylJunkie","Sound is much better","December 3, 2018","went from the echo dot to this. Sound is great, more convenient than a bluetooth speaker or aux cable. Fills a room for sure. Made me contemplate an amazon music subscription.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&reviewerType=all_reviews"
"1551370282-21253","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","pet","Lot of Fun!","December 26, 2018","Once I got it going I really love it. Did not want to join my network but finally found the problem and now working like it should. Now I can start to experiment with all the things that go with it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews"
"1551370463-21934","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rita K Olson","Works well.","January 7, 2019","It improves the quality of sound.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&pageNumber=134&reviewerType=all_reviews"
"1551370382-21628","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","tadesegetahun","Great sound","November 15, 2018","Not too bulky, sound is amazing, and Alexa works great","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_96?ie=UTF8&pageNumber=96&reviewerType=all_reviews"
"1551370188-20904","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","C. Morgan","The Plus (2nd Gen) is the Echo you are Looking for.","December 22, 2018","The echo plus (2nd gen) is a fantastic device.  The sound quality is great for the price.

I have both the echo plus and now the 2nd gen plus.  The first difference you will notice is sound quality.  The 2nd gen is dramatically better.  I remember getting my first plus and was disappointed with the poor sound quality.  The 2nd gen definitely addresses that.

Overall the echo devices are great I control much of my house, lighting, alarm, and temperature through my echos.

What I like most is that the 2nd gen removes the need to have a hub.  I actually avoided smart devices like the Phillips hue that required a hub.  Now I don’t need to avoid them.

For the money this is a great device on its own.  I look forward to trying the 2nd gen with an additional plus and subwoofer.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1551370505-22095","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Craig","Fun Device","January 8, 2019","We use this to control lights and listen to music. Has a fantastic room filling sound.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_154?ie=UTF8&pageNumber=154&reviewerType=all_reviews"
"1551370316-21378","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","MGHarley","A must have for your Alexa smart home","December 27, 2018","What an improvement over the previous generation both in sound and in ability to control more devices such as smart bulbs with its built in hub.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&reviewerType=all_reviews"
"1551370180-20872","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Wayne Russell","CANNOT GET ZIGBEE HUB TO WORK","October 28, 2018","I Followed directions to get Hue bulb to connect. It came with the Echo and the directions say: To set up your free bulb, plug in and set up your Echo Plus, plug in your bulb, and ask, “Alexa, discover my devices."" All I get is ""no devices found"" even when turning on skill in the app. I have a hue account set up and logged in. If you try to join the Hue app itself it said ""no bridge found"". I asked Alexa  ""is Hub turned on"" and get no answer. I ask to ""turn Hub on"" same thing. I went and bought another HUE bulb and it does not work either.
 I bought this for THE HUB, but it does not seem to work. I'm sending back.

 On a side note most new home automation devices are WIFI now and do not need a hub. I just wanted to connect my older devices without an external hub.

I like the idea, but if I would make one of these I would have made a hub that worked and would have included Z-wave in the hub as well.

I'm sending back and ordering the ECHO without the hub. I also ordered a samsung gen 3 HUB to go with it and all will be good.

I do think the ECHO with the better speaker design is a great Alexa device. I love Alexa and everything the dot and Echo do, I just think the Built it hub didn't work out for them so well.

ADDITIONAL INFO:
 We even tried to connect our front door lock that was Zigbee and it would not connect in pairing mode. Tried several times and no luck. I think the HUB on the device I bought must be defective.

I have been working with home automation since the first generation and are very familiar with programming. We also set up out own alarm system and camera system with automation and garage door control.","1.0 out of 5 stars","",""
"1551370645-22612","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Masanawa","Sound from this device is phenomenal","January 2, 2019","I love this product, I bought 2 and the sound together with the Sub Woofer is outstanding","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_219?ie=UTF8&pageNumber=219&reviewerType=all_reviews"
"1551370356-21537","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gunnard Hedwall","Sound quality","December 20, 2018","Classical music sound range is outstanding. Worth the money if U lick music on amazn","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&reviewerType=all_reviews"
"1551370522-22156","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","mhw","The best","January 24, 2019","This is an amazing product. Great quality and sound. I love it so much. I use it for so many things like alarms in the morning, turning on/off lights, music, and so much more!","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_162?ie=UTF8&pageNumber=162&reviewerType=all_reviews"
"1551370495-22057","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Q. Mars","Looooovvvve It!!!!!!!","January 12, 2019","I love my new Echo Plus!  It helps me around the house, answers my questions and requests, and plays music with great sound!  I hope to be able to use it for a long time:-)","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_149?ie=UTF8&pageNumber=149&reviewerType=all_reviews"
"1551370589-22405","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ann Whiley","That Alexa is  very efficient to have in the home.","January 12, 2019","I love my Alexa , had one before and I'm very glad that I traded it  in for the 2nd Generation upgrade.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_193?ie=UTF8&pageNumber=193&reviewerType=all_reviews"
"1551370582-22384","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Frank main","Great product","December 8, 2018","Love it great quality, its fun","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_190?ie=UTF8&pageNumber=190&reviewerType=all_reviews"
"1551370642-22607","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Such a good deal of getting this products totally will recommend","February 18, 2019","Such a great sound i like how it work Alex and how to controls every with it","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_218?ie=UTF8&pageNumber=218&reviewerType=all_reviews"
"1551370664-22682","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Great for listening to numerous songs!","January 3, 2019","use it mostly to listen to music.","5.0 out of 5 stars","Next page→","https://www.amazon.com/All-new-Echo-Plus-Bundle-Philips/product-reviews/B07H1QBW2L/ref=cm_cr_arp_d_paging_btm_228?ie=UTF8&pageNumber=228&reviewerType=all_reviews"
